ID	compound	source	formula
2029881	8041	ChEBI	C21H26O6
2029884	75245	ChEBI	C46H86NO7P
2029888	6674	ChEBI	C17H15O7
2029891	75246	ChEBI	C43H51N3O11
2029894	75247	ChEBI	C20H25NO
2029897	75248	ChEBI	K2O3Te
2029901	75249	ChEBI	CrK2O4
2029904	75250	ChEBI	C14H17N5O3
2029907	75251	ChEBI	C22H22O8
2029908	5970	ChEBI	C16H10O6
2029913	75253	ChEBI	C6H5AsO
2029914	75254	ChEBI	C7H15NO6PR
2029919	8062	ChEBI	C17H16O4
2029920	75255	ChEBI	C15H29NO7PR
2029923	75256	ChEBI	C25H49NO7PR
2029926	75257	ChEBI	C23H45NO7PR
2029929	75258	KEGG DRUG	C29H38N4O9.C16H18N2O5S
2029934	75258	ChEBI	C45H56N6O14S
2029936	75263	ChEBI	C14H27NO8PR
2029941	75262	ChEBI	C29H38N4O9
2029943	75261	ChEBI	C24H28O2
2029945	75264	ChEBI	C24H47NO8PR
2029948	75265	ChEBI	C22H43NO8PR
2029952	6078	ChEBI	C47H71O14R
2029954	75266	ChEBI	C44H78O10P
2029958	75267	ChEBI	C29H39N4O9
2029968	75270	ChEBI	C9H13ClN6O2
2029969	7576	ChEBI	C9H14Cl2N6O2
2029972	75271	ChEBI	C9H14ClN6O2
2029973	75272	ChEBI	C13H10O2
2029976	75273	ChEBI	C14H29NaO4S
2029981	75274	ChEBI	C14H29O4S
2029983	75275	ChEBI	C14H30O4S
2029986	75276	ChEBI	C29H38N2O4
2029988	75277	ChEBI	C13H11NO6
2029993	75278	ChEBI	C8H17NO6
2029995	5801	ChEBI	C18H26ClN3O
2029997	3638	ChEBI	C18H26ClN3
2029998	75279	ChEBI	C25H49NO8PR
2030001	75280	ChEBI	C23H43O10PR
2030008	75283	ChEBI	C21H46NO4P
2030010	75284	ChEBI	C10H10ClO3
2030013	75285	ChEBI	C10H10ClO3
2030016	75286	ChEBI	C25H54ClN
2030019	75287	ChEBI	C9H7Cl2O3
2030022	75288	ChEBI	C9H7Cl2O3
2030025	75289	ChEBI	C26H51NO7PR
2030028	75290	ChEBI	C42H86NO7P
2030031	75291	ChEBI	C22H20O9
2030035	75292	ChEBI	C13H9NO
2030038	75293	ChEBI	C25H54N
2030040	75294	ChEBI	C44H88NO8P
2030045	75295	ChEBI	(C11H15NO)n.C21H28N2O2R2
2030048	34756	ChEBI	C13H11NO2
2030049	75296	ChEBI	C27H32NO10
2030052	75297	ChEBI	C27H32NO9
2030057	75299	ChEBI	C12H22O12
2030058	75300	ChEBI	C34H68NO8P
2030061	75301	ChEBI	C30H60NO8P
2030064	75302	ChEBI	C32H64NO8P
2030067	75304	ChEBI	C38H76NO8P
2030072	75303	ChEBI	C17H37NO3S
2030073	75306	ChEBI	C16H21NO
2030077	75307	ChEBI	C17H17FN2O3
2030079	75308	ChEBI	C19H26O3
2030082	75309	ChEBI	C21H15O8
2030085	75311	ChEBI	C22H18O8
2030088	75310	ChEBI	C16H22N4O3
2030091	8427	ChEBI	C31H48O2S2
2030094	75312	ChEBI	C40H67NO33
2030097	28353	ChEBI	C9H8O2
2030101	75314	ChEBI	C16H13O6
2030103	28323	ChEBI	C9H8O3
2030107	75316	ChEBI	C10H11NaO2
2030110	75317	ChEBI	C10H11O2
2030114	7822	ChEBI	C18H15NO3
2030117	75318	ChEBI	C16H13O7
2030118	8081	ChEBI	C17H19N3O
2030123	75319	ChEBI	C12H24N2O9
2030124	8064	ChEBI	C10H15N5
2030128	75320	ChEBI	C6H6ClNO3
2030130	75321	ChEBI	C24H24FNO6S
2030134	7582	ChEBI	C18H20N2O6
2030136	75322	ChEBI	C20H31O4
2030139	64320	ChEBI	C20H28N
2030143	8983	ChEBI	C17H12F4N2O2S
2030145	18921	ChEBI	C3H6N2O7
2030149	75323	ChEBI	C12H24O11
2030151	75326	ChEBI	C20H29O3
2030154	75327	ChEBI	C20H31O4
2030160	75329	ChEBI	C18H33O3
2030164	75330	ChEBI	C13H7Cl2N3O
2030167	75331	ChEBI	C6H5N3
2030170	75332	ChEBI	C40H72N7O17P3S
2030174	75333	ChEBI	C14H8Cl2N2O
2030176	75334	ChEBI	C14H10N2O5
2030180	75335	ChEBI	C7H6N2O4
2030183	75336	ChEBI	C21H13Cl3N2O5
2030184	75337	ChEBI	C7H6Cl3NO
2030187	73990	ChEBI	C21H40O4
2030192	75340	ChEBI	C56H107NO13
2030195	75339	ChEBI	C27H14Br2N2O9
2030196	75341	ChEBI	C18H33O4
2030199	75342	ChEBI	C21H40O4
2030203	75343	ChEBI	C18H18ClN3O5S
2030205	75344	ChEBI	C50H97NO8
2030208	75346	ChEBI	C18H31O4
2030213	75345	ChEBI	C17H9Br3O4
2030215	75347	ChEBI	C26H49O12P
2030217	75348	ChEBI	C18H29O4
2030221	75350	ChEBI	C22H20BrNO2
2030225	75349	ChEBI	C23H24O12
2030228	75351	ChEBI	C46H79O13P
2030231	75352	ChEBI	C11H7ClN4
2030234	75353	ChEBI	C34H34O16
2030237	75355	ChEBI	C15H18N2O3S
2030239	75354	ChEBI	C39H68N7O17P3S
2030241	75356	ChEBI	C28H17Br2N3O4
2030246	75357	ChEBI	C39H73O8P
2030249	75359	ChEBI	C20H16N2O3S
2030250	75360	ChEBI	C39H68N7O17P3S
2030255	75361	ChEBI	C22H17N3O4
2030258	75362	ChEBI	C29H23NO2
2030260	75363	ChEBI	C39H73O8P
2030263	75364	ChEBI	C18H22N2O
2030266	75212	ChEBI	C5H10N2S2
2030269	75365	ChEBI	C10H13NO2
2030271	3218	ChEBI	C16H23N3OS
2030274	75366	ChEBI	C14H17ClN2O2S
2030277	75367	ChEBI	C14H18Cl2N2O2S
2030280	75368	ChEBI	C37H38O18
2030283	75369	ChEBI	C14H18ClN2O2S
2030286	75370	ChEBI	C9H8Cl2O3
2030287	75371	ChEBI	C37H38O18
2030290	75373	ChEBI	C9H8Cl2O3
2030294	75374	ChEBI	C9H8Cl2O3
2030298	75372	ChEBI	C19H17N3
2030304	75377	ChEBI	C8H11N5
2030306	75378	ChEBI	C37H71O13P
2030308	75379	ChEBI	C18H16N2O2
2030311	75382	ChEBI	C14H16N2O3S
2030314	75383	ChEBI	C14H16N2O3S
2030317	75384	ChEBI	C14H16N2O3S
2030320	8899	ChEBI	C30H28O8
2030324	75385	ChEBI	C42H79O10P
2030328	75386	ChEBI	C37H38O18
2030329	75387	ChEBI	C18H16N2O2
2030334	75388	ChEBI	C18H16N2O2
2030336	75389	ChEBI	C18H14N4S2
2030339	75390	ChEBI	C27H34ClNO2S
2030342	75391	ChEBI	C20H23O10P
2030346	75392	ChEBI	C18H16ClNO4S
2030349	75393	ChEBI	C14H21N3O
2030354	75394	ChEBI	C14H25NO11
2030355	75395	ChEBI	C38H40O19
2030358	75397	ChEBI	C22H38N2O16
2030361	75396	ChEBI	C27H30O15
2030366	75398	ChEBI	C28H32O16
2030368	75399	ChEBI	C9H8N2O2
2030370	75400	ChEBI	C31H23Cl6N2O
2030374	75401	ChEBI	C13H21N3
2030376	29474	ChEBI	C8H9NO4
2030379	75402	ChEBI	C52H80O2
2030383	31104	ChEBI	C8H6O5
2030386	75404	ChEBI	C16H14ClN3O2
2030390	75405	ChEBI	C19H15N3O3S2
2030391	75406	ChEBI	C27H46O2
2030396	8687	ChEBI	C26H28N3
2030397	75407	ChEBI	C28H48O2
2030401	75408	ChEBI	C20H17FO2S
2030403	75409	ChEBI	C24H41NO26P2R2
2030408	16514	ChEBI	C16H12O6
2030409	75410	ChEBI	C18H31NO16PR2
2030412	75411	ChEBI	C27H40O2
2030415	75412	ChEBI	C28H42O2
2030420	75413	ChEBI	C38H40O19
2030422	75415	ChEBI	C5H12N2O2S
2030426	75417	ChEBI	C15H12O2
2030427	75418	ChEBI	C15H12O6
2030432	7020	ChEBI	C11H14O4
2030433	75419	ChEBI	C6H15N5O2
2030437	75055	ChEBI	C14H15BrClNO6
2030441	75421	ChEBI	C19H13ClIN5O2
2030442	75422	ChEBI	C19H13IN5O2
2030446	5066	ChEBI	C15H14O5
2030448	75424	ChEBI	C14H15BrClNO6
2030453	75425	ChEBI	C2H5N5
2030454	75420	ChEBI	C37H38O19
2030459	75426	ChEBI	C2H6N2O2
2030461	75428	ChEBI	C38H40O19
2030464	75430	ChEBI	C14H24N6O4
2030467	32323	ChEBI	C6H11NO6
2030471	75432	ChEBI	C27H30O15
2030472	75431	ChEBI	C149H249N47O42
2030476	75433	ChEBI	C34H42O20
2030478	75434	ChEBI	C20H39O7P2
2030481	75435	ChEBI	C26H28O14
2030485	75438	ChEBI	C33H40O19
2030487	75439	ChEBI	C27H30O15
2030491	75437	ChEBI	C176H253N43O54S
2030493	69814	ChEBI	C27H30O15
2030497	75441	ChEBI	C97H124N20O31S
2030499	75442	ChEBI	C10H9O4P
2030502	75443	ChEBI	C25H46O5
2030505	75444	ChEBI	C31H58O5
2030508	75445	ChEBI	C33H62O5
2030511	75446	ChEBI	C35H66O5
2030514	75447	ChEBI	C37H70O5
2030517	75448	ChEBI	C39H74O5
2030520	75449	ChEBI	C41H70O5
2030523	75450	ChEBI	C39H70O5
2030527	75451	ChEBI	C85H109N17O27S
2030529	75452	ChEBI	C13H26O4
2030532	75453	ChEBI	C15H30O4
2030538	75455	ChEBI	C19H38O4
2030541	75456	ChEBI	C21H42O4
2030544	75457	ChEBI	C21H38O4
2030549	75458	ChEBI	C10H5F3N4O
2030552	75460	ChEBI	C4H10O2
2030554	75459	ChEBI	C25H37N5O16
2030556	75462	ChEBI	C29H54O5
2030559	75463	ChEBI	C33H62O5
2030562	75465	ChEBI	C35H66O5
2030567	75461	ChEBI	C40H44O21
2030568	75466	ChEBI	C37H70O5
2030571	75468	ChEBI	C39H74O5
2030574	75464	ChEBI	C45H65N9O28
2030577	75470	ChEBI	C41H78O5
2030584	75469	ChEBI	C184H282N50O61S
2030586	75471	ChEBI	C39H70O5
2030589	75472	ChEBI	C41H70O5
2030592	75473	ChEBI	C7H10N4O4
2030595	75474	ChEBI	C21H36O4
2030598	75475	ChEBI	C39H68O5
2030601	75476	ChEBI	C40H79NO11P
2030604	75477	ChEBI	C42H83NO11P
2030607	75478	ChEBI	C44H87NO11P
2030610	75479	ChEBI	C46H91NO11P
2030613	75480	ChEBI	C48H95NO11P
2030616	75481	ChEBI	C50H99NO11P
2030619	75482	ChEBI	C52H103NO11P
2030622	75483	ChEBI	C20H39O4P
2030625	75484	ChEBI	C50H72N10O31
2030628	75485	ChEBI	C18H31NO18PR2
2030631	75487	ChEBI	C23H48NO4P
2030634	75489	ChEBI	C16H18O9
2030640	75491	ChEBI	C16H18O9
2030643	53375	ChEBI	H2O.(C5H7NO3)n
2030645	75492	ChEBI	C8H5BrClNO4S
2030648	75494	ChEBI	C3H8N2O3
2030650	75493	ChEBI	C18H22O10
2030654	75496	ChEBI	C18H22O10
2030656	75497	ChEBI	C18H22O10
2030659	1945	ChEBI	C16H18O8
2030662	75498	ChEBI	C16H19BrClNO2
2030666	75499	ChEBI	C16H18O8
2030668	75500	ChEBI	C16H18O8
2030671	75501	ChEBI	C14H15BrClNO6
2030674	75502	ChEBI	C14H15BrClNO6
2030677	75503	ChEBI	C13H26O4
2030680	75504	ChEBI	C6H11O6R
2030683	75505	ChEBI	C31H58O5
2030687	75506	ChEBI	C14H15BrClNO6
2030689	75507	ChEBI	C6H9O6
2030693	75508	ChEBI	C8H6BrClNO4P
2030696	75509	ChEBI	C31H28O13
2030699	75510	ChEBI	C14H13BrClNO7
2030701	75511	ChEBI	C14H13BrClNO7
2030706	75512	ChEBI	C14H16BrClN2O5
2030708	75513	ChEBI	C14H16BrClN2O5
2030711	75514	ChEBI	C27H30O16
2030714	75515	ChEBI	C33H40O20
2030716	75516	ChEBI	C38H40O20
2030721	75517	ChEBI	C37H38O19
2030724	75518	ChEBI	C28H32O16
2030727	75520	ChEBI	C39H42O20
2030728	75522	ChEBI	C6H11O9P
2030733	75523	ChEBI	C28H32O15
2030734	75524	ChEBI	C5H6O5R2
2030737	75525	ChEBI	C6H9O7
2030740	75526	ChEBI	C13H26O4
2030746	75528	ChEBI	C15H30O4
2030749	75529	ChEBI	C15H30O4
2030752	75530	ChEBI	C4H7O4R
2030755	75531	ChEBI	C5H6O5R2
2030758	75533	ChEBI	C33H62O5
2030761	75534	ChEBI	C33H62O5
2030766	75532	ChEBI	C26H28O15
2030770	75536	ChEBI	C17H34O4
2030773	75537	ChEBI	C17H34O4
2030779	75539	ChEBI	C15H30O4
2030782	75540	ChEBI	C35H66O5
2030785	75541	ChEBI	C35H66O5
2030788	75542	ChEBI	C19H38O4
2030792	75543	ChEBI	C15H30O4
2030796	64760	ChEBI	C4H7O4R
2030797	75545	ChEBI	C6H9O6
2030800	75546	ChEBI	C37H70O5
2030803	75549	ChEBI	C37H70O5
2030808	75544	ChEBI	C15H22N4O3
2030811	75547	ChEBI	C13H26O4
2030812	75550	ChEBI	C21H42O4
2030816	75551	ChEBI	C13H26O4
2030818	5763	ChEBI	C29H40N8O5
2030821	5762	ChEBI	C28H38N8O4
2030824	75552	ChEBI	C6H9O6
2030827	75553	ChEBI	C21H42O4
2030830	75554	ChEBI	C37H38O18
2030834	75555	ChEBI	C21H42O4
2030836	75558	ChEBI	C39H74O5
2030841	75557	ChEBI	C21H42O4
2030843	75556	ChEBI	C26H28O14
2030845	75560	ChEBI	C39H74O5
2030850	75559	ChEBI	C28H32O16
2030851	75561	ChEBI	C21H38O4
2030855	75562	ChEBI	C17H34O4
2030857	75563	ChEBI	C21H38O4
2030860	75565	ChEBI	C21H38O4
2030865	75564	ChEBI	C44H50O24
2030868	75567	ChEBI	C17H34O4
2030869	75568	ChEBI	C21H38O4
2030872	75569	ChEBI	C39H70O5
2030875	75570	ChEBI	C39H70O5
2030878	75571	ChEBI	C23H38O4
2030884	75573	ChEBI	C41H70O5
2030887	75574	ChEBI	C41H70O5
2030890	75575	ChEBI	C21H36O4
2030893	75576	ChEBI	C21H36O4
2030896	75577	ChEBI	C21H36O4
2030899	75578	ChEBI	C39H68O5
2030902	75580	ChEBI	C39H68O5
2030906	75579	ChEBI	C33H62O5
2030908	75581	ChEBI	C39H68O5
2030911	75566	ChEBI	C26H28O15
2030914	75582	ChEBI	C35H66O5
2030917	75583	ChEBI	C55H102O6
2030920	75584	ChEBI	C32H64O2
2030923	75585	ChEBI	C37H70O5
2030926	75586	ChEBI	C16H34O2
2030929	75587	ChEBI	C32H64O3
2030933	3421	ChEBI	C26H28O15
2030935	75589	ChEBI	C26H28O14
2030938	75590	ChEBI	C39H74O5
2030941	17427	ChEBI	C4H4NO4
2030946	75592	ChEBI	C3H6N2O2
2030949	75594	ChEBI	C100H131N20O68P9
2030951	75597	ChEBI	C80H105N16O54P7
2030953	75602	ChEBI	C40H53N8O26P3
2030957	23503	ChEBI	C3H6N2O2
2030960	75606	ChEBI	CHNO2R2
2030964	75607	ChEBI	C18H21Br2N4O12P(C9H10BrN2O7P)n
2030965	75608	ChEBI	C48H94O4
2030968	75609	ChEBI	C39H68O5
2030971	75610	ChEBI	C21H36O4
2030975	75611	ChEBI	C41H70O5
2030978	75612	ChEBI	C23H38O4
2030980	34071	ChEBI	C23H38O4
2030982	75614	ChEBI	C39H70O5
2030986	75615	ChEBI	C18H30O4
2030987	75616	ChEBI	C19H42N5O7R2
2030990	75617	ChEBI	C21H43N5O8R2
2030993	75618	ChEBI	C30H26O12
2030998	75619	ChEBI	C30H26O12
2030999	75620	ChEBI	C28H54O2
2031002	75622	ChEBI	C34H66O2
2031005	75623	ChEBI	C16H32O
2031010	75621	ChEBI	C30H26O12
2031011	75624	ChEBI	C34H64O2
2031014	75625	ChEBI	C36H70O2
2031017	75626	ChEBI	C36H68O2
2031020	75627	ChEBI	C20H42O
2031023	75628	ChEBI	C38H74O2
2031026	75631	ChEBI	C34H68O2
2031029	75630	ChEBI	C30H26O12
2031034	75632	ChEBI	C30H26O12
2031037	75633	ChEBI	C30H26O12
2031038	75634	ChEBI	C26H37N7O20P3S
2031041	75635	ChEBI	C26H35N7O19P3S
2031044	75636	ChEBI	C26H35N7O19P3S
2031047	75637	ChEBI	C26H37N7O20P3S
2031052	75638	ChEBI	C54H85O28S
2031055	75639	ChEBI	C54H86O28S
2031057	75640	ChEBI	C54H87O27S
2031061	75641	ChEBI	C54H88O27S
2031063	75642	ChEBI	C45H38O18
2031065	75643	ChEBI	C45H38O18
2031068	75644	ChEBI	C45H38O18
2031072	31178	ChEBI	C21H16O8
2031074	75645	ChEBI	C23H44O10PR
2031077	75646	ChEBI	C44H79O10P
2031082	75647	ChEBI	C37H30O16
2031085	75648	ChEBI	C12H10N4O2
2031087	75649	ChEBI	C12H15N2O10P
2031090	75650	ChEBI	C12H17N2O11P
2031092	75651	ChEBI	C37H30O16
2031096	75652	ChEBI	C37H30O16
2031099	75653	ChEBI	C37H30O16
2031101	75654	ChEBI	C11H14N2O8
2031104	75655	ChEBI	C37H30O16
2031108	75657	ChEBI	C11H15N2O11P
2031110	75656	ChEBI	C37H30O16
2031113	75658	ChEBI	C11H13N2O10P
2031116	75659	ChEBI	C8H14NO4R
2031120	75629	ChEBI	C32H62O2
2031123	75661	ChEBI	C30H26O12
2031126	75660	ChEBI	C37H30O16
2031129	75662	ChEBI	C37H30O16
2031131	75663	ChEBI	C37H30O16
2031134	75665	ChEBI	C6H13N4O2
2031137	75664	ChEBI	C30H26O13
2031141	75666	ChEBI	C30H26O13
2031143	75667	ChEBI	C30H26O13
2031148	75668	ChEBI	C30H26O13
2031151	75669	ChEBI	C30H26O13
2031152	75670	ChEBI	C30H26O13
2031156	75671	ChEBI	C30H26O13
2031158	75672	ChEBI	C30H26O13
2031162	75673	ChEBI	C30H26O13
2031165	75674	ChEBI	C30H26O13
2031167	29560	ChEBI	C30H27O13
2031172	75675	ChEBI	C30H27O14
2031173	75677	ChEBI	C30H27O14
2031177	75678	ChEBI	C23H23O13
2031188	27670	ChEBI	C19H24O6
2031191	75683	ChEBI	C60H79N12O40P5
2031194	75682	ChEBI	C210H274N42O145P20
2031195	75688	ChEBI	C53H100O6
2031200	75689	ChEBI	C25H27O13
2031202	75690	ChEBI	C20H32O4
2031205	75691	ChEBI	C32H31O14
2031207	75692	ChEBI	C20H32O4
2031210	75693	ChEBI	C32H31O14
2031214	75695	ChEBI	C189H253N63O124P20
2031217	75696	ChEBI	C20H32O4
2031219	75697	ChEBI	C24H25O12
2031222	75698	ChEBI	C150H181N75O88P14
2031225	75699	ChEBI	C210H258N90O129P20
2031230	75700	ChEBI	C20H32O4
2031235	75702	ChEBI	C45H56N10O33P4
2031239	75703	ChEBI	C10H11ClO3
2031240	75704	ChEBI	C10H11ClO3
2031243	75705	ChEBI	C6H12NO9P
2031246	75706	ChEBI	C31H29O13
2031251	75707	ChEBI	C31H29O13
2031254	75708	ChEBI	C31H29O14
2031255	75709	ChEBI	C31H29O14
2031258	75710	ChEBI	C20H27N4O12P
2031262	75711	ChEBI	C10H11ClO3
2031266	75712	ChEBI	C10H11ClO3
2031267	31985	ChEBI	C22H23O12
2031272	75713	ChEBI	C120H157N24O82P11
2031275	31799	ChEBI	C23H25O12
2031277	75714	ChEBI	C9H11N2O7P
2031279	75715	ChEBI	C9H12N2O7P
2031284	75716	ChEBI	C9H12N2O8P
2031285	75717	ChEBI	C7H7O4
2031288	75718	ChEBI	C16H12O5
2031291	75719	ChEBI	C21H21O5
2031296	75721	ChEBI	C21H18O12
2031297	75722	ChEBI	C16H25NO2
2031301	75723	ChEBI	C21H18O12
2031305	75724	ChEBI	C21H18O12
2031306	75725	ChEBI	C16H25NO2
2031311	75726	ChEBI	C21H18O12
2031313	75727	ChEBI	C21H18O12
2031315	75728	ChEBI	C41H72O5
2031318	75729	ChEBI	C59H104O6
2031321	75730	ChEBI	C26H28NO10
2031325	75731	ChEBI	C16H25NO2
2031329	32250	KEGG DRUG	C16H25NO2.HCl
2031334	75733	ChEBI	C16H26ClNO2
2031335	75734	ChEBI	C16H26ClNO2
2031338	75735	ChEBI	C39H72O5
2031341	75737	ChEBI	C16H26NO2
2031344	75738	ChEBI	C16H26NO2
2031349	75739	ChEBI	C20H20O11
2031350	75740	ChEBI	C20H20O11
2031353	75741	ChEBI	C20H20O11
2031356	75743	ChEBI	C20H20O11
2031361	75744	ChEBI	C20H20O11
2031362	75746	ChEBI	C20H20O11
2031365	75747	ChEBI	C15H12O7
2031368	75748	ChEBI	C20H20O11
2031373	75749	ChEBI	C20H20O11
2031374	75750	ChEBI	C22H22O12
2031379	75751	ChEBI	C22H22O12
2031380	75752	ChEBI	C22H22O12
2031392	75757	ChEBI	C21H40O4
2031397	75758	ChEBI	C22H22O12
2031398	75762	ChEBI	C22H22O12
2031403	75773	ChEBI	C22H22O12
2031405	75775	ChEBI	C6H11O6R
2031408	75776	ChEBI	C6H11O6R
2031411	75777	ChEBI	C22H22O12
2031415	75778	ChEBI	C22H22O12
2031418	31059	ChEBI	C27H31NO10
2031420	75783	ChEBI	C22H22O12
2031422	75784	ChEBI	C33H65NO9
2031425	75785	ChEBI	C16H32O3
2031430	75790	ChEBI	C21H20O11
2031432	75791	ChEBI	C21H20O11
2031436	75792	ChEBI	C14H26N2O11PR2
2031439	75793	ChEBI	C11H18NO11PR2
2031444	75794	ChEBI	C21H20O11
2031445	75795	ChEBI	C21H20O11
2031450	75796	ChEBI	C21H20O11
2031453	75797	ChEBI	C21H20O11
2031454	75798	ChEBI	C21H20O11
2031457	75799	ChEBI	C11H16O10R2
2031462	75801	ChEBI	C20H25N10O10P
2031463	75802	ChEBI	C21H20O11
2031466	75803	ChEBI	C30H37N15O16P2
2031469	75804	ChEBI	C50H64N25O37P7
2031473	75805	ChEBI	C21H20O11
2031477	75807	ChEBI	C21H18O14
2031480	75808	ChEBI	C21H18O14
2031483	75809	ChEBI	C21H18O14
2031486	75810	ChEBI	C25H24N6O5
2031487	31031	ChEBI	C27H31NO10
2031491	75811	ChEBI	C19H38O4
2031494	75813	ChEBI	C21H20O13
2031498	75814	ChEBI	C23H22N6O4
2031501	75815	ChEBI	C21H20O13
2031503	31057	ChEBI	C27H31NO9
2031505	75816	ChEBI	C21H20O13
2031509	75817	ChEBI	C21H20O13
2031513	61006	ChEBI	C22H39NO24P2R2
2031517	75819	ChEBI	C20H30O3
2031522	75820	ChEBI	C21H20O13
2031524	75821	ChEBI	C21H20O13
2031526	75822	ChEBI	C20H32O4
2031529	75823	ChEBI	C21H20O13
2031532	75824	ChEBI	C39H72O5
2031536	75825	ChEBI	C20H32O4
2031539	75826	ChEBI	C21H20O13
2031541	64916	ChEBI	C10H17NO11PR2
2031542	60245	ChEBI	C10H18NO11PR2
2031543	75827	ChEBI	C21H20O13
2031546	75828	ChEBI	C18H34O3
2031555	75829	ChEBI	C185H234N70O112P18
2031559	75831	ChEBI	C18H34O4
2031563	3948	ChEBI	C30H44O8
2031564	75833	ChEBI	C18H32O4
2031569	75832	ChEBI	FeO4S
2031571	75834	ChEBI	FeH2O5S
2031575	75836	ChEBI	FeH14O11S
2031576	3947	ChEBI	C30H42O7
2031580	75837	ChEBI	C20H42O7P2
2031584	75838	ChEBI	C20H41O4P
2031586	75839	ChEBI	C21H20O12
2031588	75840	ChEBI	C6H10O6
2031591	75841	ChEBI	C51H92O6
2031594	75842	ChEBI	C15H12O4
2031598	75843	ChEBI	C6H10O6
2031600	75844	ChEBI	C57H98O6
2031603	75845	ChEBI	C57H92O6
2031606	75846	ChEBI	C55H102O6
2031609	75847	ChEBI	C55H102O6
2031612	75848	ChEBI	C55H102O6
2031615	75849	ChEBI	C35H64O5
2031618	75850	ChEBI	C39H68O5
2031621	75852	ChEBI	C39H64O5
2031625	75851	ChEBI	C6H12N4O2
2031627	75853	ChEBI	C35H64O5
2031630	75854	ChEBI	C39H68O5
2031633	75855	ChEBI	C39H64O5
2031637	75856	ChEBI	C26H40N7O19P3S
2031641	75858	ChEBI	C6H11O5R
2031642	75859	ChEBI	C21H20O11
2031645	16935	ChEBI	C6H12O5
2031647	75860	ChEBI	C26H42N7O20P3S
2031650	75862	ChEBI	C6H12O5
2031653	75861	ChEBI	AsFeS
2031656	75863	ChEBI	C21H20O11
2031660	75865	ChEBI	C6H14NO9P
2031664	75867	ChEBI	C37H70O5
2031667	75868	ChEBI	C37H70O5
2031670	75869	ChEBI	C37H70O5
2031673	75870	ChEBI	C37H70O5
2031678	75871	ChEBI	C4H10FO2P
2031679	75872	ChEBI	C4H10FO2P
2031683	75873	ChEBI	C4H10FO2P
2031686	75875	ChEBI	C242H310N84O144P22S4
2031689	75876	ChEBI	C7H8O4
2031692	75877	ChEBI	C21H20O11
2031694	31159	ChEBI	C16H13Cl2NO4
2031697	75879	ChEBI	C20H33NO15
2031701	47381	ChEBI	C14H11Cl2NO2
2031702	75880	ChEBI	C10H17NO7
2031707	75881	ChEBI	C21H22O5
2031710	31162	ChEBI	C21H18ClNO6
2031711	49662	ChEBI	C19H16ClNO4
2031714	31359	ChEBI	C26H27NO10
2031715	75882	ChEBI	C5H9O4R
2031718	75886	ChEBI	C21H20O11
2031721	75887	ChEBI	C6H11O5R
2031726	75888	ChEBI	C21H20O11
2031728	29039	ChEBI	C14H25N2O11PR2
2031730	75889	ChEBI	C6H11O5R
2031733	75890	ChEBI	C11H18NO11PR2
2031736	75891	ChEBI	C6H11O5R
2031741	75892	ChEBI	C6H12O5
2031744	75893	ChEBI	C21H20O11
2031746	75894	ChEBI	C20H33NO15
2031748	75895	ChEBI	C7H11N3O2
2031753	31190	ChEBI	C13H17NO2
2031755	75899	ChEBI	Fe2S3
2031757	75902	ChEBI	C16H12O6
2031762	75908	ChEBI	C77H99N31O44P6
2031765	75900	ChEBI	C38H50N13O23P3
2031769	75911	ChEBI	C39H49N18O21P3
2031770	75913	ChEBI	C23H40O3
2031773	75914	ChEBI	C41H72O4
2031778	75915	ChEBI	C15H13NO3
2031781	75917	ChEBI	C15H12NO3
2031782	75918	ChEBI	C15H12NNaO3
2031786	31202	ChEBI	C15H14NNaO4
2031788	75920	ChEBI	C27H46O2
2031791	75921	ChEBI	C28H48O2
2031796	75922	ChEBI	C15H14N2O2
2031797	75923	ChEBI	C10H17O3
2031803	31210	ChEBI	C20H21N3O7S
2031806	75925	ChEBI	C18H35O2R
2031809	75926	ChEBI	C9H7NO2
2031812	75927	ChEBI	C16H31O3
2031815	75928	ChEBI	C16H31O3
2031818	75929	ChEBI	C3H7N2O2
2031821	75930	ChEBI	C6H8O6R
2031824	75931	ChEBI	C51H82O23
2031827	75932	ChEBI	C45H72O18
2031832	75933	ChEBI	C10H17NO7
2031833	75935	ChEBI	C24H47O3
2031836	75936	ChEBI	C21H42O4
2031839	75937	ChEBI	C21H40O4
2031842	75938	ChEBI	C21H40O4
2031846	75940	ChEBI	C13H8O3
2031850	75941	ChEBI	C55H102O6
2031853	75942	ChEBI	C177H221N72O104P17
2031856	75943	ChEBI	C175H223N62O108P17
2031857	75944	ChEBI	C57H74N21O33P5
2031860	75945	ChEBI	C39H72O5
2031864	75947	ChEBI	C20H24N10O13P2
2031868	75948	ChEBI	C20H24N10O13P2
2031871	75949	ChEBI	C8H9NO2
2031872	75950	ChEBI	C30H52O3
2031875	75951	ChEBI	C30H52O4
2031878	75952	ChEBI	C37H70O5
2031881	75953	ChEBI	C59H62Cl2N8O22
2031884	75954	ChEBI	C53H52Cl2N8O17
2031887	75956	ChEBI	C25H45NO11SR
2031892	75955	ChEBI	CuO
2031893	75957	ChEBI	C17H28N3O13P2
2031896	75959	ChEBI	C42H80NO12S
2031899	75961	ChEBI	C46H88NO12S
2031902	75963	ChEBI	C66H76Cl2N9O24
2031905	75964	ChEBI	C48H92NO12S
2031908	75965	ChEBI	C46H89NO9
