file001_18S_clip	file002_18S_clip	file003_18S_clip	file004_18S_clip	file005_18S_clip	file006_18S_clip	file007_18S_clip	file008_18S_clip	file009_18S_clip	file010_18S_clip	file011_18S_clip	file012_18S_clip	file013_18S_clip	file014_18S_clip	file015_18S_clip	file016_18S_clip	file017_18S_clip	file018_18S_clip	file019_18S_clip	file020_18S_clip	file021_18S_clip	file022_18S_clip	file023_18S_clip	file024_18S_clip	file025_18S_clip	file026_18S_clip	file027_18S_clip	file028_18S_clip	file029_18S_clip	file030_18S_clip	file031_18S_clip	file032_18S_clip
asv359	0	2	0	0	0	8	164	0	0	0	0	0	0	0	12	0	1	0	0	0	139	1	0	80	0	52	0	0	0	0	0	0
asv360	0	89	0	0	0	146	74	0	1	0	0	0	0	3	3	0	0	0	0	0	8	0	0	97	0	35	0	0	0	0	2	0
asv361	0	4	0	0	30	3	34	0	9	14	0	0	0	43	5	0	15	0	0	0	4	0	0	294	0	0	0	0	0	0	0	0
asv362	23	3	0	0	0	0	89	0	11	6	6	8	22	43	2	4	44	126	9	0	8	6	0	0	0	8	0	17	0	0	10	0
asv363	17	2	5	0	1	0	8	0	30	56	45	8	5	110	0	0	63	6	12	0	0	7	0	0	0	8	0	56	0	0	6	0
asv364	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv365	41	9	8	0	11	1	55	0	22	21	4	39	20	101	8	8	15	23	17	0	7	8	0	0	0	12	0	12	0	0	1	0
asv366	3	0	0	0	0	26	0	0	0	3	0	0	0	0	99	0	0	0	0	0	25	0	0	42	8	0	224	1	0	0	4	0
asv367	14	11	0	0	0	0	115	0	1	8	0	11	80	26	4	35	0	81	0	0	8	1	0	1	0	26	0	6	1	1	0	0
asv368	0	75	0	0	0	3	19	0	1	0	0	0	0	0	9	0	0	23	0	0	0	0	0	165	0	135	0	0	0	0	0	0
asv369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0
asv370	114	1	5	0	1	0	5	0	9	16	35	16	21	86	0	0	14	44	16	0	3	8	0	0	0	18	0	13	0	0	0	0
asv371	0	86	0	0	0	43	21	0	0	0	0	0	3	0	42	0	1	0	0	0	84	0	0	96	0	45	0	0	0	0	1	0
asv372	0	0	3	0	2	6	250	0	1	6	0	0	0	14	0	0	71	0	0	0	9	0	0	24	0	30	0	0	0	0	2	0
asv373	22	1	19	0	6	0	33	0	9	24	21	11	10	126	0	0	25	23	27	0	2	0	0	0	0	3	0	53	0	0	1	0
asv374	0	7	0	0	0	7	62	0	1	3	0	0	0	8	1	0	2	0	4	0	14	0	0	305	0	1	0	0	0	0	1	0
asv375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
asv376	3	31	1	0	7	27	32	0	2	0	2	1	59	2	6	82	2	47	0	0	84	0	0	1	0	21	0	0	0	0	2	0
asv377	27	4	8	0	6	1	86	0	4	25	3	9	24	16	2	0	1	164	6	1	7	1	0	0	0	5	0	4	0	0	5	0
asv378	24	0	8	0	14	3	12	0	19	12	38	24	16	86	2	11	35	12	23	0	0	23	0	0	0	0	0	34	0	0	8	0
asv379	0	4	0	0	23	5	137	0	19	0	0	0	0	56	1	0	49	0	0	0	2	0	0	93	0	6	0	0	0	0	7	0
asv380	0	37	0	0	0	149	17	0	0	0	0	1	0	1	14	0	0	0	0	0	116	0	0	60	0	1	0	0	0	0	4	0
asv381	0	3	0	0	37	3	143	0	1	7	0	0	1	98	11	0	19	0	0	0	13	0	0	37	0	9	0	1	0	0	13	0
asv382	25	2	4	0	2	0	36	0	15	18	35	9	2	110	1	0	46	0	5	0	10	5	0	0	0	6	0	56	0	0	7	0
asv383	0	22	0	0	0	109	69	1	0	0	0	0	7	0	2	0	0	0	0	0	32	0	0	135	0	9	0	0	0	0	7	0
asv384	23	0	6	0	15	0	31	0	19	10	34	10	14	59	0	0	19	95	10	0	1	4	0	0	0	3	0	34	0	0	0	0
asv385	22	0	18	0	0	2	80	0	10	11	13	10	33	12	4	2	8	114	11	0	9	1	0	0	0	5	0	19	0	0	1	0
asv386	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0
asv387	5	14	0	0	0	2	195	0	0	0	0	0	6	0	4	0	1	42	0	0	82	0	0	2	0	28	0	0	0	0	0	0
asv388	15	20	0	0	2	0	162	0	0	0	0	0	21	0	20	13	0	36	2	0	33	2	0	0	0	52	0	0	0	0	1	0
asv389	46	2	0	0	0	1	42	0	2	3	8	5	30	9	1	0	11	190	0	0	18	0	0	0	1	2	0	5	0	0	1	0
asv390	65	2	0	0	15	2	40	0	13	3	6	12	15	35	3	0	25	83	11	0	10	16	0	0	0	7	0	9	0	0	2	0
asv391	51	1	1	0	3	1	20	0	4	6	38	25	15	65	1	0	22	34	2	0	0	19	0	0	0	1	0	55	0	0	10	0
asv392	5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	3	0	353	1	0	0	1	0	1	1	1	0	5	0	0
asv393	0	38	0	0	0	60	67	0	0	0	0	0	2	0	7	4	1	0	0	0	30	0	0	142	0	17	0	0	0	0	6	0
asv394	14	0	4	0	16	2	85	0	13	26	11	0	3	77	10	35	17	0	2	0	2	1	0	1	0	10	0	36	0	0	7	0
asv395	1	0	9	0	76	8	0	0	19	0	99	17	0	2	0	0	15	0	12	0	6	72	0	0	0	0	0	15	0	0	21	0
asv396	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	17	2	0	0	2	0	0	0	0	0	344	0	0
asv397	0	19	0	0	9	3	182	0	0	0	0	0	0	2	7	0	2	0	0	0	13	0	0	101	0	29	0	0	0	0	3	0
asv398	4	0	0	0	0	0	0	0	0	0	0	90	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv399	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv400	3	51	0	0	32	16	20	0	0	13	7	0	4	1	17	5	0	3	0	0	117	0	0	9	0	66	0	0	0	0	0	0
asv401	0	113	0	0	0	19	56	0	0	0	1	0	0	0	27	0	0	0	0	0	20	0	0	58	0	69	0	0	0	0	0	0
asv402	43	0	1	0	17	0	11	0	5	53	63	10	4	24	0	0	33	23	15	0	0	4	0	0	0	1	0	49	0	0	6	0
asv403	25	3	5	0	11	0	15	0	33	7	37	17	3	92	2	0	34	8	14	0	6	1	0	0	0	2	0	45	0	0	2	0
asv404	0	17	0	1	1	4	97	0	0	0	0	0	0	3	20	0	2	0	0	0	79	0	0	29	0	101	0	0	0	0	8	0
asv405	19	0	1	0	9	0	11	0	16	2	0	1	2	52	5	0	0	0	5	0	49	6	0	154	0	17	0	7	0	0	4	0
asv406	16	0	7	0	16	1	36	0	10	39	28	15	2	92	0	0	21	8	1	0	25	4	0	0	0	0	0	30	0	0	6	0
asv407	44	7	0	0	4	1	136	0	6	7	0	5	6	35	5	0	5	60	4	0	18	2	0	0	0	9	0	0	0	0	0	0
asv408	5	0	0	0	0	3	0	0	0	0	0	1	0	0	39	0	0	0	0	0	19	0	0	18	1	0	263	0	0	0	2	0
asv409	21	0	0	0	4	0	23	0	2	14	10	11	18	27	4	0	11	135	15	0	2	13	0	0	0	0	0	39	0	0	0	0
asv410	0	84	0	0	4	70	19	0	0	11	0	0	0	6	24	0	3	0	0	0	30	0	0	83	0	5	0	0	0	0	8	0
asv411	156	2	0	0	0	5	40	0	0	0	0	15	26	14	4	36	3	5	0	0	17	0	1	10	0	10	0	0	0	0	2	0
asv412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0
asv413	13	1	2	0	37	1	111	0	4	9	4	19	21	15	2	0	5	61	2	0	16	0	0	0	0	4	0	0	0	0	14	0
asv414	10	0	0	0	0	9	127	0	0	4	0	11	19	3	4	7	3	15	1	0	89	0	1	37	0	1	0	0	0	0	0	0
asv415	3	1	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	11	2	0	310	0	0	0	0	0
asv416	8	4	0	0	40	4	24	0	2	14	9	22	8	11	1	7	0	46	15	0	102	6	0	0	0	11	0	0	0	0	3	0
asv417	0	1	0	0	0	0	9	0	2	1	0	0	0	3	3	0	0	0	0	0	2	0	0	1	309	3	0	0	0	0	1	0
asv418	0	5	0	0	0	5	61	0	4	0	0	0	0	2	0	0	0	0	0	0	45	0	0	71	0	137	0	0	0	0	3	0
asv419	30	0	0	0	11	0	1	0	20	22	30	13	2	101	0	5	23	0	16	0	5	4	0	0	0	0	0	45	0	0	4	0
asv420	5	2	7	95	25	4	3	0	13	14	21	11	3	23	0	10	19	17	12	0	3	19	0	1	0	1	2	16	0	0	6	0
asv421	35	1	0	0	0	0	123	0	0	0	0	1	13	2	29	0	0	51	0	0	49	0	0	2	0	9	0	0	0	0	13	0
asv422	26	1	5	0	1	0	26	0	4	28	13	35	3	81	1	0	21	0	9	0	0	7	0	0	0	1	0	66	0	0	0	0
asv423	0	69	0	0	19	3	21	0	7	1	0	0	6	3	7	0	7	0	1	0	22	0	0	147	0	14	0	0	0	0	0	0
asv424	4	0	0	0	0	120	0	0	0	1	0	0	0	0	37	0	0	0	0	0	14	0	0	26	4	0	113	0	0	0	6	0
asv425	1	0	0	0	1	21	0	0	0	1	0	0	0	0	79	0	0	0	0	0	11	0	0	28	6	2	168	0	1	0	6	0
asv426	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	72	0	0	0	0	44	0	0
asv427	4	6	10	0	14	24	16	0	15	15	5	17	35	24	7	26	17	9	6	0	17	2	0	16	0	10	0	22	0	0	6	0
asv428	19	1	2	0	0	3	29	0	6	7	4	13	18	51	7	27	8	78	12	0	3	5	0	1	0	3	0	13	0	0	7	0
asv429	21	12	15	0	0	5	57	0	14	7	16	10	14	29	1	0	12	37	10	0	17	10	0	0	0	8	0	21	0	0	0	0
asv430	4	4	0	0	0	8	46	0	6	22	6	0	0	19	1	0	15	66	2	0	26	2	0	58	0	18	0	11	0	0	2	0
asv431	5	3	16	52	15	7	1	0	18	13	25	15	7	17	3	11	19	2	22	0	8	16	0	0	0	3	0	24	0	0	13	0
asv432	0	18	0	0	0	40	25	0	3	0	0	0	0	0	23	0	5	0	0	0	82	0	0	95	0	16	0	0	0	0	7	0
asv433	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0
asv434	10	3	0	0	0	0	136	0	0	0	0	0	20	7	2	0	6	124	0	0	3	0	0	0	0	1	0	0	0	0	0	0
asv435	2	14	0	0	5	0	24	0	0	0	0	0	1	0	46	0	0	0	0	0	112	0	0	14	0	79	0	0	0	0	12	0
asv436	28	3	6	0	0	0	8	0	3	12	24	10	6	32	1	0	61	60	0	0	4	5	0	0	0	4	0	29	0	0	10	0
asv437	10	8	3	0	16	0	18	0	7	13	0	30	16	48	1	6	5	70	5	0	9	4	0	14	0	6	0	11	0	0	0	0
asv438	0	52	0	0	0	129	67	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	0	20	0	10	0	0	0	0	1	0
asv439	10	2	0	0	0	0	134	0	0	0	0	0	12	0	36	1	0	0	0	0	75	0	0	2	0	26	0	0	0	0	0	0
asv440	58	0	0	0	5	1	51	0	3	5	0	0	23	7	3	0	0	83	0	0	8	0	0	3	0	47	0	0	0	0	0	0
asv441	43	0	0	0	0	0	86	0	0	4	7	4	12	6	9	12	0	34	0	0	33	0	0	21	0	2	0	4	0	0	18	0
asv442	0	2	0	0	16	0	29	0	7	4	0	0	0	77	1	0	14	0	0	0	0	0	0	141	0	2	0	2	0	0	0	0
asv443	0	2	0	0	7	1	181	0	18	8	0	0	1	3	0	0	20	0	0	0	23	0	0	10	0	11	0	0	0	0	10	0
asv444	26	1	13	0	9	0	48	0	1	1	5	2	3	35	2	0	2	102	14	0	8	3	0	1	0	1	0	7	0	0	9	0
asv445	1	0	0	0	11	0	84	0	0	5	0	1	0	0	0	0	1	0	0	0	13	5	4	138	0	25	0	0	0	0	2	1
asv446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0
asv447	13	3	0	0	21	2	41	0	5	18	13	17	3	43	2	0	5	75	4	0	0	2	0	0	0	3	0	9	0	0	5	0
asv448	87	0	0	0	0	0	33	0	3	2	1	9	8	2	5	0	0	117	0	0	9	0	0	0	0	5	0	0	0	0	2	0
asv449	2	16	0	0	0	12	29	0	3	3	0	2	89	3	47	29	0	4	3	0	7	0	0	1	0	30	0	1	0	0	0	0
asv450	0	33	0	0	0	3	94	0	0	0	0	0	1	1	12	0	0	0	0	0	79	0	0	1	0	55	0	0	0	0	0	0
asv451	1	27	0	0	0	22	11	0	0	0	0	0	19	8	16	54	0	18	0	0	44	0	0	0	0	58	0	0	0	0	0	0
asv452	18	1	19	0	10	1	22	0	14	12	0	7	5	66	1	2	36	10	6	0	3	6	0	0	0	5	0	26	0	0	5	0
asv453	0	42	0	0	0	48	27	0	0	0	0	0	3	0	2	0	0	0	0	0	46	0	0	93	0	9	0	0	0	0	5	0
asv454	18	0	2	0	10	0	26	0	3	1	7	27	1	87	0	0	23	0	8	0	0	4	0	0	0	0	0	54	0	0	3	0
asv455	0	32	0	0	0	8	16	0	0	0	0	0	15	0	9	52	0	19	1	0	33	0	0	63	0	25	0	0	0	0	0	0
asv456	0	4	0	0	0	0	45	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	160	0	54	0	0	0	0	0	0
asv457	41	1	2	0	10	1	16	0	1	5	8	20	13	16	5	20	14	57	16	0	4	5	0	3	0	9	0	1	0	0	0	0
asv458	0	55	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	88	0	78	0	0	0	0	0	0
asv459	0	0	0	0	1	0	38	0	0	1	0	0	2	9	0	0	3	0	0	0	15	0	0	191	0	0	0	0	0	0	7	0
asv460	0	0	5	232	2	0	1	0	2	1	2	3	0	4	0	0	1	0	4	0	2	2	0	0	0	0	0	3	0	0	1	0
asv461	7	1	4	0	7	1	55	0	0	0	0	0	1	16	4	1	7	0	0	0	9	0	0	133	0	4	0	12	0	0	2	0
asv462	21	1	2	0	3	2	27	0	4	9	14	5	20	46	2	0	25	40	6	0	0	2	0	0	0	3	0	31	0	0	0	0
asv463	28	10	8	0	11	2	24	0	9	14	18	4	7	30	0	0	5	32	4	0	26	2	0	3	0	0	0	20	0	0	2	0
asv464	0	4	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	186	0	0	0	0	0	0	0	0
asv465	8	0	0	0	0	0	53	0	0	0	0	0	0	1	0	6	2	3	0	0	179	0	0	0	0	2	0	0	0	0	0	0
asv466	4	14	0	0	0	10	47	0	1	0	0	0	28	0	8	2	0	0	0	0	87	0	0	10	0	39	0	0	0	0	2	0
asv467	0	8	8	0	23	14	6	0	8	39	18	8	2	12	2	10	19	9	20	0	7	24	0	0	0	3	0	3	0	1	5	0
asv468	14	1	4	0	0	0	26	0	2	5	12	1	5	32	1	0	13	112	2	0	0	3	0	1	0	0	0	12	0	0	0	0
asv469	0	6	0	0	21	40	25	0	2	15	0	0	0	23	1	0	5	0	0	0	9	0	0	92	0	5	0	0	0	0	1	0
asv470	7	2	0	0	0	0	24	0	7	0	6	4	2	13	2	0	8	155	3	0	0	5	0	0	0	2	0	0	0	0	0	0
asv471	0	0	0	0	3	0	1	0	3	0	0	10	1	0	0	103	0	0	0	0	83	0	0	35	0	1	0	0	0	0	0	0
asv472	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	14	0	0	4	0	0	205	0	0	0	0	0	0	1	0
asv473	20	0	14	0	8	0	22	0	13	4	13	15	12	50	0	0	6	26	4	0	1	0	0	0	0	1	0	29	0	0	0	0
asv474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0
asv475	19	0	6	0	1	1	22	0	15	9	23	13	5	31	5	7	26	0	13	0	3	3	0	0	0	4	0	26	0	0	3	0
asv476	0	21	0	0	0	43	14	0	0	0	0	0	7	0	0	2	0	0	0	0	22	0	0	109	0	1	0	0	0	0	14	0
asv477	0	2	0	0	21	0	21	0	7	7	0	0	1	121	0	1	30	0	0	0	1	0	0	6	0	3	0	0	0	0	11	0
asv478	22	1	1	0	7	0	16	0	8	21	21	17	8	47	0	0	2	20	6	0	0	8	0	0	0	1	0	20	0	0	4	0
asv479	11	0	0	0	1	0	51	0	2	13	15	11	12	28	0	0	7	60	0	0	0	0	0	0	0	1	0	16	0	0	2	0
asv480	0	11	0	0	0	20	34	0	0	0	0	0	0	0	8	0	0	0	0	0	33	0	0	107	0	17	0	0	0	0	0	0
asv481	18	2	0	0	8	0	69	0	0	3	0	0	13	3	0	1	0	106	0	0	3	0	0	0	0	2	0	0	0	0	0	0
asv482	18	1	3	0	1	0	2	0	13	13	21	14	3	47	2	0	13	20	12	0	0	5	0	0	0	0	0	37	0	0	2	0
asv483	17	12	9	0	33	2	50	0	0	5	6	5	11	1	7	1	2	26	6	0	23	0	0	0	0	8	0	0	0	0	3	0
asv484	0	8	0	0	6	4	126	0	9	0	0	2	0	17	1	0	6	0	0	0	18	0	0	27	0	3	0	0	0	0	0	0
asv485	18	3	0	0	16	0	20	0	8	14	9	16	1	55	0	15	14	0	9	0	0	0	0	0	0	0	0	24	0	0	2	0
asv486	7	0	0	0	0	8	0	0	0	1	0	0	0	0	16	0	0	0	0	0	4	0	0	7	0	0	180	0	0	0	0	0
asv487	0	32	0	0	0	13	63	0	0	0	0	0	0	7	0	0	12	0	0	0	16	0	0	70	0	9	0	0	0	0	0	0
asv488	30	0	1	0	0	0	4	0	13	15	4	8	3	79	0	9	18	0	0	0	0	5	0	0	0	0	0	26	0	0	4	0
asv489	0	23	0	0	0	7	37	0	0	0	0	0	0	0	8	0	0	0	0	0	55	0	0	49	0	35	0	0	0	0	5	0
asv490	0	14	0	0	10	1	105	0	3	0	0	0	0	32	7	0	4	0	0	0	3	0	0	31	0	7	0	0	0	0	2	0
asv491	0	24	0	0	0	16	89	0	0	0	3	0	0	3	11	0	0	0	0	0	48	0	0	7	0	16	0	0	0	0	0	0
asv492	24	1	5	0	3	0	7	0	18	6	10	18	4	53	0	0	7	0	18	0	0	3	0	0	0	8	0	30	0	0	0	0
asv493	0	2	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	147	0	0	0	0	0	0	1	0
asv494	0	0	0	0	0	1	16	0	0	0	0	0	0	4	0	0	2	0	0	0	5	0	0	4	174	6	0	0	0	0	0	0
asv495	6	3	2	0	10	0	32	0	0	0	6	5	6	22	3	16	4	80	2	0	0	0	0	0	0	5	0	7	0	0	0	0
asv496	0	9	0	0	0	24	26	0	0	0	0	0	5	7	3	0	2	0	0	0	66	0	0	48	0	17	0	0	0	0	2	0
asv497	7	31	1	0	0	6	34	0	0	0	0	0	2	0	0	1	0	0	0	0	51	0	0	0	0	72	0	0	0	0	3	0
asv498	16	1	2	0	0	0	36	0	10	14	9	9	1	56	1	2	7	14	0	0	0	7	0	0	0	4	0	16	0	0	0	0
asv499	0	9	0	0	0	9	38	0	1	0	0	0	0	2	10	0	0	0	0	0	59	0	0	2	0	70	0	0	0	0	4	0
asv500	0	0	0	0	0	0	28	0	9	0	0	0	0	33	0	0	23	0	0	0	0	0	0	77	0	34	0	0	0	0	0	0
asv501	10	0	4	0	22	3	14	0	11	23	10	6	3	26	0	10	21	13	1	0	5	4	0	0	0	0	0	12	0	0	4	0
asv502	0	3	0	0	8	7	107	0	10	0	0	0	0	32	4	0	3	0	0	0	20	0	0	4	0	2	0	0	0	0	1	0
asv503	29	0	0	0	11	1	28	0	13	15	7	1	0	22	3	0	34	0	12	0	2	0	0	0	0	2	0	14	0	0	5	0
asv504	30	0	0	0	1	0	7	0	0	2	17	13	11	24	0	0	1	66	7	0	0	14	0	0	0	0	0	3	0	0	2	0
asv505	5	0	0	0	1	0	38	0	2	0	0	0	15	0	3	0	0	109	2	0	12	1	0	0	0	8	0	1	0	0	0	0
asv506	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	45	0	0	0	0	27	0	0
asv507	0	0	1	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0
asv508	18	1	0	0	8	1	53	0	0	0	0	4	18	2	3	0	0	71	0	0	4	0	0	0	0	6	0	5	0	0	0	0
asv509	33	2	3	0	0	2	30	0	1	0	1	3	9	11	0	0	0	75	14	0	0	0	0	0	0	5	0	1	0	0	0	0
asv510	22	0	1	0	2	0	10	0	7	9	24	15	5	43	0	0	12	9	3	0	1	8	0	0	0	1	0	16	0	0	2	0
asv511	0	29	0	0	8	7	31	0	1	8	0	0	0	0	3	0	1	0	0	0	12	0	0	78	0	9	0	0	0	0	3	0
asv512	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	185	0	0	0	0	0	0	0
asv513	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	44	0	0	0	0	23	0	0
asv514	0	1	0	0	2	0	20	0	5	1	0	0	0	38	1	0	3	0	0	0	3	0	0	81	0	19	0	0	0	0	15	0
asv515	19	3	11	0	0	0	0	0	13	13	16	18	0	46	0	0	16	0	6	0	1	5	0	0	0	1	0	19	0	0	0	0
asv516	3	81	0	0	0	11	10	0	0	0	0	0	32	0	33	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
asv517	1	30	0	0	0	4	36	0	0	0	0	0	1	3	27	0	0	0	0	0	28	0	0	16	0	37	0	0	0	0	4	0
asv518	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0
asv519	0	41	0	0	0	3	34	0	0	0	0	0	0	0	20	0	0	0	0	0	36	0	0	23	0	28	0	0	0	0	0	0
asv520	0	25	0	0	8	29	29	0	0	0	4	0	15	12	0	4	0	9	0	0	3	0	0	39	0	3	0	2	0	0	2	0
asv521	14	0	21	0	5	0	10	0	0	16	7	8	13	33	1	0	15	0	4	0	0	3	0	0	0	0	0	30	0	0	3	0
asv522	0	15	0	0	0	7	9	0	0	0	0	0	1	5	9	0	2	0	0	0	51	0	0	57	0	23	0	0	0	0	4	0
asv523	30	0	0	0	0	0	61	0	0	3	0	1	6	2	1	8	2	45	0	0	15	0	0	3	0	5	0	0	0	0	0	0
asv524	7	0	0	0	0	9	22	0	2	2	0	0	53	6	1	3	3	60	3	0	2	0	0	2	0	2	0	3	0	0	0	0
asv525	0	7	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	22	0	0	144	0	0	0	0	0	0	0	0
asv526	0	0	0	0	18	0	3	0	5	5	0	0	0	13	0	0	2	0	0	0	0	0	0	119	0	7	0	0	0	0	6	0
asv527	1	1	0	0	0	1	99	0	1	11	0	0	0	4	1	0	7	0	0	0	7	0	0	27	0	14	0	0	0	0	3	0
asv528	0	2	0	0	0	6	94	0	1	10	0	0	0	21	0	0	7	0	0	0	0	0	0	30	0	6	0	0	0	0	0	0
asv529	2	17	0	0	0	15	21	0	0	6	6	0	10	4	16	11	6	2	0	0	34	0	0	0	0	14	0	12	0	0	0	0
asv530	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	123	0	2	0	0	0	0	0	0
asv531	0	9	0	0	0	2	14	0	5	9	0	0	0	91	5	0	6	0	0	0	11	1	0	14	0	3	0	0	0	0	4	0
asv532	6	5	6	0	9	10	10	0	1	4	7	1	10	29	6	0	8	8	1	0	12	5	0	3	0	0	0	29	0	0	2	0
asv533	0	13	0	0	0	10	46	0	0	0	0	0	0	0	0	0	3	0	0	0	47	0	0	39	0	14	0	0	0	0	0	0
asv534	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	1	0	0	0	0	0	0
asv535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	1	0
asv536	1	1	9	0	0	1	3	0	29	21	16	17	8	0	1	0	0	0	28	1	1	0	0	5	0	0	0	6	0	0	22	0
asv537	0	0	0	0	0	0	0	112	0	0	2	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0
asv538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0
asv539	22	1	0	0	0	1	14	0	1	9	17	1	1	41	0	0	9	36	6	0	0	0	0	0	0	0	0	8	0	0	1	0
asv540	9	1	0	0	0	0	12	0	0	0	0	0	4	0	2	15	1	113	0	0	10	0	0	0	0	1	0	0	0	0	0	0
asv541	21	3	2	0	11	0	3	0	4	12	2	23	2	38	1	0	8	0	4	0	5	2	0	0	0	0	0	20	0	0	2	0
asv542	14	0	0	0	0	0	8	0	0	6	4	14	2	42	2	0	14	0	7	0	0	1	0	1	0	1	0	47	0	0	0	0
asv543	9	0	20	0	0	0	6	0	4	13	32	9	3	25	7	0	21	0	1	0	0	2	0	0	0	2	0	8	0	0	0	0
asv544	0	19	0	0	0	0	0	0	0	0	0	0	19	0	2	70	0	0	0	0	37	0	0	1	0	14	0	0	0	0	0	0
asv545	0	3	0	0	0	15	80	0	13	0	0	0	0	26	1	0	6	0	0	0	9	0	0	7	0	1	0	0	0	0	0	0
asv546	0	57	0	0	0	4	21	0	0	0	0	0	0	0	18	0	0	0	0	0	14	0	0	18	0	26	0	0	0	0	0	0
asv547	0	6	0	0	9	11	26	0	1	0	0	0	0	27	0	0	2	0	0	0	9	0	0	45	0	18	0	0	0	0	3	1
asv548	0	0	0	0	23	0	82	0	2	0	0	0	0	2	3	0	18	0	0	0	3	0	0	20	0	5	0	0	0	0	0	0
asv549	16	2	0	0	7	0	0	0	11	11	1	7	2	38	0	0	21	0	4	0	0	0	0	0	0	10	0	25	0	0	1	0
asv550	7	0	0	0	23	1	2	0	6	1	31	20	3	8	0	0	5	17	8	0	1	0	0	0	0	0	0	20	0	0	3	0
asv551	0	1	0	0	0	0	98	0	0	0	0	0	0	4	3	0	0	0	0	0	13	0	0	32	0	4	0	0	0	0	1	0
asv552	0	11	0	0	0	2	44	0	0	0	0	0	0	0	6	0	0	0	0	0	68	0	0	0	0	24	0	0	0	0	0	0
asv553	47	0	0	0	0	0	5	0	1	0	0	0	17	0	0	1	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv554	25	0	0	0	1	1	11	0	14	17	10	9	4	22	3	0	13	2	10	0	0	3	0	0	0	2	0	7	0	0	0	0
asv555	14	10	0	0	0	2	45	0	1	7	0	2	3	9	3	0	7	21	3	0	11	0	0	0	0	4	0	5	0	0	7	0
asv556	12	0	0	0	0	0	103	0	0	0	0	0	1	2	0	1	1	1	0	0	10	0	0	0	0	23	0	0	0	0	0	0
asv557	0	8	0	0	0	28	15	0	4	2	0	1	12	3	0	20	2	0	0	0	9	0	0	41	0	5	0	1	0	0	2	0
asv558	0	3	0	0	1	14	14	0	1	2	1	0	1	8	8	0	6	0	0	0	1	0	0	69	0	24	0	0	0	0	0	0
asv559	8	5	1	0	5	2	25	0	5	1	11	16	9	5	1	3	0	23	5	0	1	8	0	0	0	13	0	4	0	0	1	0
