file001_18S_clip	file002_18S_clip	file003_18S_clip	file004_18S_clip	file005_18S_clip	file006_18S_clip	file007_18S_clip	file008_18S_clip	file009_18S_clip	file010_18S_clip	file011_18S_clip	file012_18S_clip	file013_18S_clip	file014_18S_clip	file015_18S_clip	file016_18S_clip	file017_18S_clip	file018_18S_clip	file019_18S_clip	file020_18S_clip	file021_18S_clip	file022_18S_clip	file023_18S_clip	file024_18S_clip	file025_18S_clip	file026_18S_clip	file027_18S_clip	file028_18S_clip	file029_18S_clip	file030_18S_clip	file031_18S_clip	file032_18S_clip
asv962	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	4	0
asv963	0	0	0	0	0	0	0	0	5	2	9	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
asv964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	15	0	0	0	0	0	0	0	0	0	0
asv965	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	0	10	0	0	0	0	0	0	0	0
asv966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
asv967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
asv968	4	0	6	0	9	0	1	0	2	3	0	0	1	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv969	3	0	0	0	0	0	4	0	1	0	1	0	0	12	0	0	0	0	1	0	0	2	0	0	0	0	0	9	0	0	0	0
asv970	3	0	0	0	0	0	0	0	3	5	3	0	0	6	0	0	0	0	0	0	0	7	0	0	0	1	0	5	0	0	0	0
asv971	2	0	0	0	17	1	0	0	2	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
asv972	2	0	0	0	0	0	0	0	2	6	4	3	0	2	0	0	8	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0
asv973	1	1	0	0	0	7	3	0	0	3	0	0	0	3	0	0	7	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0
asv974	0	8	0	0	0	6	7	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv975	0	3	0	0	0	1	0	0	0	0	1	0	3	2	2	2	2	3	1	0	4	0	0	7	0	2	0	0	0	0	0	0
asv976	0	0	0	0	0	9	1	0	0	1	6	0	0	1	3	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0
asv977	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
asv978	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0
asv979	0	0	0	0	0	0	5	0	0	4	0	1	0	5	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	1	0
asv980	6	0	0	0	0	6	1	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
asv981	1	0	0	0	0	0	3	0	0	3	0	2	5	0	0	0	0	13	0	0	4	0	0	0	0	1	0	0	0	0	0	0
asv982	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv983	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	20	0	3	0	0	0	0	2	0
asv984	0	0	0	0	0	0	8	0	0	4	5	2	0	7	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0
asv985	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
asv986	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
asv987	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
asv988	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv989	1	0	0	0	0	0	6	0	3	1	0	5	1	9	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
asv990	1	0	3	0	0	0	3	0	0	0	0	0	3	4	0	9	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0
asv991	1	0	1	0	2	0	2	0	0	3	11	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
asv992	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv993	0	16	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv994	0	14	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
asv995	0	3	0	0	0	2	6	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0
asv996	0	2	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0
asv997	0	2	0	0	19	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
asv998	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
asv999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
asv1000	3	0	0	0	0	2	7	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0
asv1001	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	9	0	0	0	0	0	0
asv1002	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
asv1003	0	7	0	0	0	9	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
asv1004	0	4	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	13	0	2	0	0	0	0	0	0
asv1005	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
asv1006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	25	0	0	0	0	0	0
asv1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
asv1008	8	0	0	0	0	2	9	0	0	0	2	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1009	5	0	0	0	7	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1010	2	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	1	11	0	0	0	5	0	0	0	0	0	4	0	0	0	0
asv1011	1	0	1	0	0	0	2	0	2	1	0	0	6	5	2	0	1	3	0	0	3	0	0	0	0	0	0	1	0	0	1	0
asv1012	0	9	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	5	0	0	0	0	0	0
asv1013	0	4	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0
asv1014	0	3	0	0	0	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0
asv1015	0	1	0	0	0	0	3	0	0	0	0	0	0	4	1	0	5	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0
asv1016	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1017	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
asv1018	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
asv1019	1	4	0	0	0	9	6	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0
asv1020	1	0	1	0	0	0	5	0	0	0	0	1	0	7	0	2	6	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
asv1021	0	13	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
asv1022	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0
asv1023	0	5	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	5	0	0	0	0	0	0
asv1024	0	0	0	0	2	5	4	0	2	0	0	0	6	0	0	3	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
asv1025	0	0	0	0	1	0	5	0	0	3	0	0	0	15	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
asv1026	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
asv1027	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
asv1028	0	0	0	0	0	0	6	0	0	1	0	0	2	10	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0
asv1029	0	0	0	0	0	0	3	0	0	3	3	1	1	5	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	7	0
asv1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
asv1031	4	0	0	0	3	0	3	0	5	0	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0
asv1032	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0
asv1033	1	2	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	2	0	2	0	4	0	0	0	0
asv1034	1	0	0	0	0	2	1	0	0	0	0	0	9	0	1	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0
asv1035	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	7	0	0	0	0	0	0
asv1036	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0
asv1037	0	5	0	0	0	8	2	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0
asv1038	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	3	0	0	0	0	0	0
asv1039	0	3	0	0	0	4	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1040	0	1	0	0	0	2	2	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	3	0	1	0	0	0	0	0	0
asv1041	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	0	20	0	0	0	0	0	0
asv1042	0	0	1	0	0	0	3	0	0	0	0	1	3	12	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0
asv1043	0	0	1	0	0	0	2	0	1	0	0	4	0	3	0	0	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1044	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
asv1045	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
asv1046	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	6	0	6	0	0	0	0	0	0
asv1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1049	4	1	0	0	0	0	10	0	2	0	4	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1050	3	1	0	0	2	0	1	0	0	5	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
asv1051	3	1	0	0	0	1	9	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1052	2	0	0	0	0	0	4	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
asv1053	1	0	5	0	12	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
asv1054	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0
asv1055	0	1	0	0	0	0	4	0	0	0	0	0	0	6	0	0	4	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0
asv1056	0	0	0	0	4	1	1	0	0	1	0	0	0	7	0	0	1	0	0	0	2	0	0	0	0	4	0	5	0	0	0	0
asv1057	0	0	0	0	0	9	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0
asv1058	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1059	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0
asv1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
asv1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1062	2	0	0	0	0	5	3	0	0	0	0	1	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1063	0	10	0	0	0	3	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
asv1064	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1065	0	0	2	0	13	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
asv1066	0	0	0	0	19	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1067	0	0	0	0	0	2	0	0	0	1	0	0	0	6	0	0	7	0	0	0	2	0	0	3	0	4	0	0	0	0	0	0
asv1068	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	1	0
asv1069	6	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0
asv1070	4	0	2	0	0	0	0	0	0	4	0	0	4	4	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1071	3	0	0	0	0	0	5	0	3	4	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0
asv1072	1	2	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	6	0	0	2	0	0	1	0	2	0	0	0	0	0	0
asv1073	0	9	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0
asv1074	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
asv1075	0	0	3	0	7	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
asv1076	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
asv1077	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1078	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
asv1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
asv1082	4	0	0	0	0	0	0	0	0	6	0	1	0	1	3	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0
asv1083	3	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1084	1	6	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0
asv1085	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1086	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0
asv1087	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
asv1088	0	1	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
asv1089	0	0	0	0	3	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
asv1090	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
asv1091	0	0	0	0	0	0	6	0	2	0	0	0	0	2	1	0	7	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
asv1092	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	4	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0
asv1093	0	0	0	0	0	0	1	0	0	0	0	3	0	4	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
asv1097	6	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	6	0	0	1	0	2	0	0	0	0	0	0	0	0
asv1098	1	0	0	0	0	1	1	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1099	1	0	0	0	0	0	0	0	0	0	0	1	2	8	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
asv1100	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
asv1101	0	9	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0
asv1102	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1103	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1104	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0
asv1105	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0
asv1106	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0
asv1107	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0
asv1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
asv1110	3	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
asv1111	2	0	0	0	0	0	4	0	4	8	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1112	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1113	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	3	0	0	0	0	0	0
asv1114	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
asv1115	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1116	0	0	0	0	6	0	3	0	0	2	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0
asv1117	0	0	0	0	5	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
asv1118	0	0	0	0	1	0	2	5	0	0	1	0	0	0	0	0	0	3	0	0	8	0	0	0	0	1	0	0	0	0	0	0
asv1119	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
asv1120	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
asv1121	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0
asv1122	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1123	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0
asv1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0
asv1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	0	0	0	0
asv1127	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
asv1128	4	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0
asv1129	3	0	0	0	0	0	3	0	1	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
asv1130	2	0	0	0	0	0	1	0	0	0	3	0	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0	5	0	0	1	0
asv1131	2	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
asv1132	1	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
asv1133	1	0	0	0	0	0	0	0	0	3	1	1	0	8	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
asv1134	0	5	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
asv1135	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
asv1136	0	1	2	0	3	0	3	0	1	0	0	1	0	0	0	0	1	2	2	0	2	0	1	0	0	0	0	0	0	1	0	0
asv1137	0	0	2	0	0	1	1	0	2	1	2	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	5	0
asv1138	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
asv1139	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0
asv1140	0	0	0	0	0	0	8	0	0	0	1	0	1	2	0	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0
asv1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1142	3	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
asv1143	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1144	1	0	0	0	0	0	2	0	0	8	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1145	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0
asv1146	0	2	0	0	0	0	7	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
asv1147	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	7	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0
asv1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1150	4	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
asv1151	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0
asv1152	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0
asv1153	0	2	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
asv1154	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0
asv1155	0	0	0	0	0	2	0	0	0	0	0	0	8	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
asv1156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0
asv1157	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	3	0	3	0	0	0	0	0	0
asv1158	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1159	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
asv1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
