file001_16S_clip	file002_16S_clip	file003_16S_clip	file004_16S_clip	file005_16S_clip	file006_16S_clip	file007_16S_clip	file008_16S_clip	file009_16S_clip	file010_16S_clip	file011_16S_clip	file012_16S_clip	file013_16S_clip	file014_16S_clip	file015_16S_clip	file016_16S_clip	file017_16S_clip	file018_16S_clip	file019_16S_clip	file020_16S_clip	file021_16S_clip	file022_16S_clip	file023_16S_clip	file024_16S_clip	file025_16S_clip	file026_16S_clip	file027_16S_clip	file028_16S_clip	file029_16S_clip	file030_16S_clip	file031_16S_clip	file032_16S_clip
asv187	0	973	1	0	35	87	315	0	44	25	1	5	16	13	492	16	74	14	4	0	347	2	0	148	0	420	0	2	0	0	70	0
asv188	849	64	19	1	23	11	192	0	57	34	132	36	353	75	125	244	131	486	37	1	34	29	0	0	3	30	0	49	2	0	38	2
asv189	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3049
asv190	510	19	99	1	192	1	15	2	215	126	196	192	30	129	21	31	242	38	238	0	19	155	1	3	0	16	0	229	2	0	241	0
asv191	454	15	61	5	148	5	35	2	245	131	169	246	62	172	28	89	264	58	184	2	9	176	1	2	1	11	5	191	0	0	158	2
asv192	559	12	71	1	107	0	8	0	215	142	259	186	38	100	31	64	152	36	181	0	7	180	0	1	0	7	57	164	0	253	99	0
asv193	211	9	46	1	39	0	4	1	86	84	110	85	29	54	5	40	88	20	126	109	8	79	11	1	2	8	102	101	0	1393	72	0
asv194	0	0	0	0	2	0	0	2821	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0
asv195	45	217	53	0	127	17	53	0	131	92	179	117	226	49	132	321	125	227	139	1	91	146	0	1	0	62	0	68	0	0	192	0
asv196	632	30	73	1	134	3	35	0	172	124	164	139	50	138	14	59	207	75	207	0	25	142	1	0	0	12	1	125	1	0	215	1
asv197	2	2	2	50	0	0	12	0	1	1	0	0	2	0	1	3	3	2	0	105	0	0	384	0	813	1	304	2	0	1085	1	0
asv198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	1	0	0	1062	0	0	1419
asv199	80	8	87	0	122	4	5	0	253	142	240	151	15	54	12	31	179	10	264	0	5	182	0	0	0	14	154	109	0	368	231	0
asv200	598	194	20	0	19	19	235	0	157	72	60	73	135	122	101	143	106	254	62	0	77	61	0	5	1	65	1	48	0	0	66	0
asv201	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2680
asv202	0	97	0	0	0	67	147	0	0	1	0	0	41	0	68	16	1	0	0	0	75	0	0	2042	0	84	0	0	0	0	16	0
asv203	0	0	0	2601	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0
asv204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1414	0	0	0	0	0	0	0	0	0	0	0	1227
asv205	0	0	0	0	1	0	0	2614	1	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0
asv206	418	18	63	2	192	3	17	2	184	115	161	135	29	125	35	52	280	47	170	1	13	128	3	1	2	14	1	158	3	1	229	0
asv207	39	140	31	0	59	23	60	0	76	48	72	75	407	15	96	397	69	427	118	0	57	81	1	0	0	70	1	51	0	0	106	0
asv208	0	0	0	871	0	0	0	1058	0	0	0	0	0	0	0	0	1	0	0	19	0	0	9	0	1	0	540	0	0	0	0	1
asv209	0	384	2	0	177	21	424	0	167	98	1	1	1	109	177	0	271	3	0	0	164	1	0	195	0	144	0	1	0	0	139	0
asv210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2439
asv211	143	9	121	0	107	4	6	0	213	167	268	181	15	110	8	12	172	27	323	0	3	172	0	0	0	4	0	150	0	0	192	1
asv212	48	129	5	0	28	18	216	0	15	20	12	12	536	9	223	291	7	582	25	0	65	5	0	10	0	88	0	17	0	0	22	0
asv213	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	1	0	0	0	536	0	1	0	0	780	0	488	0	0	0	1	0
asv214	263	26	67	0	42	1	40	1	147	146	195	156	153	93	46	76	107	229	184	0	12	161	0	0	0	6	1	142	0	0	44	0
asv215	0	128	0	0	34	7	396	1077	46	23	1	0	1	33	62	2	40	3	0	0	93	0	0	191	89	60	0	1	0	0	41	0
asv216	0	0	0	2314	0	0	0	0	0	0	0	2	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv217	61	67	65	0	99	7	60	0	177	159	162	148	86	65	53	50	141	116	221	0	24	181	0	15	0	27	0	111	0	0	215	0
asv218	463	11	36	0	75	1	32	0	210	185	150	154	35	120	15	45	181	43	85	1	9	124	0	0	0	2	0	132	0	0	136	0
asv219	0	661	0	0	36	76	198	0	23	22	0	0	3	7	180	2	40	1	0	0	239	1	0	464	0	215	1	1	0	0	44	0
asv220	0	257	2	0	38	37	71	0	50	13	0	1	0	16	176	0	29	1	1	0	117	2	0	85	1197	70	0	0	0	0	40	0
asv221	60	7	94	0	65	0	4	0	277	160	200	184	13	69	11	22	143	18	315	0	3	160	0	0	0	7	0	167	0	0	211	0
asv222	0	0	0	0	0	0	0	1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	1
asv223	0	0	0	1864	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	2	0	209	0	2	0	0	0	0	0
asv224	329	7	64	0	75	3	9	0	158	156	189	128	37	79	21	33	158	31	178	0	7	135	1	0	0	8	0	147	1	0	115	2
asv225	123	13	84	0	139	4	7	0	210	93	154	149	24	68	14	25	157	21	171	0	7	147	117	0	0	9	0	115	1	0	214	1
asv226	645	49	6	0	9	4	263	0	20	16	21	28	237	48	67	140	25	359	16	0	25	22	0	0	1	34	0	18	0	0	7	0
asv227	1	0	0	0	0	0	0	849	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	553	0	123	0	204	327	0	0
asv228	42	88	32	0	50	5	14	0	130	79	190	139	205	35	74	267	96	134	145	0	14	158	0	0	1	16	0	85	0	0	54	0
asv229	1	691	0	0	91	48	103	1	62	13	0	0	0	25	203	0	50	3	0	1	186	0	0	379	2	115	0	1	0	0	65	0
asv230	279	9	36	0	77	2	14	1	125	58	220	90	29	79	6	57	125	46	110	0	5	170	248	1	0	5	1	117	1	0	127	0
asv231	0	244	2	0	174	40	117	0	166	102	0	0	0	39	180	0	172	1	1	0	91	1	0	243	12	71	0	0	0	0	382	0
asv232	0	309	0	0	17	43	424	0	15	8	0	0	5	2	233	4	25	0	0	0	265	0	0	219	266	181	0	0	0	0	20	0
asv233	172	12	102	0	66	0	17	0	202	111	191	196	14	120	25	12	100	18	202	0	3	209	1	0	0	1	0	180	0	0	63	0
asv234	0	636	2	1	60	54	121	0	27	11	1	3	7	6	172	18	19	13	1	0	177	0	2	486	0	96	0	1	0	0	75	0
asv235	7	404	12	0	13	37	160	0	17	20	9	28	231	1	215	292	14	156	22	0	141	25	0	2	0	132	0	10	0	0	24	0
asv236	354	9	32	0	38	1	4	3	122	62	96	75	37	65	15	32	97	14	79	0	5	83	1	0	0	12	1	95	1	569	55	1
asv237	496	26	48	2	29	5	171	0	63	31	244	32	56	80	19	77	284	87	24	0	11	23	0	0	0	14	0	111	0	0	20	0
asv238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1929	0	0	0	0	0	0	0	0	0	0	0	0
asv239	219	10	51	0	101	1	15	0	137	84	224	198	23	73	10	26	98	28	142	1	4	220	1	0	0	2	0	121	0	0	119	0
asv240	14	6	33	0	40	2	2	0	64	29	72	27	9	9	5	5	37	9	77	1178	2	57	136	0	0	3	0	15	0	4	51	0
asv241	801	18	13	0	22	4	28	0	66	56	99	62	50	114	21	96	122	60	46	0	3	50	3	1	1	9	1	92	0	0	47	0
asv242	0	101	0	0	0	61	49	0	0	0	0	0	5	0	18	0	0	0	0	0	23	0	1	1215	0	10	359	0	0	0	13	0
asv243	24	153	7	0	10	16	22	0	18	14	14	6	212	0	126	243	11	194	15	1	58	10	0	11	0	45	613	15	0	0	12	0
asv244	289	9	65	1	58	0	12	1	144	108	139	115	40	95	14	49	165	57	102	0	4	103	1	0	0	7	1	124	0	0	100	0
asv245	146	59	40	1	25	8	343	0	79	43	66	45	61	61	70	56	64	228	144	0	36	62	0	0	1	40	1	75	0	0	46	0
asv246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1786	8	0	0
asv247	520	3	39	0	69	0	20	0	92	91	116	96	31	80	19	31	167	32	79	0	6	94	0	0	0	11	0	112	1	0	85	0
asv248	0	32	0	2	0	1	94	0	1	0	0	0	2	0	79	0	0	1	0	0	38	0	0	1478	0	63	0	0	0	0	0	0
asv249	30	52	89	0	29	7	22	0	93	59	89	95	128	30	64	174	110	139	226	0	28	85	0	0	0	21	0	88	0	0	95	0
asv250	317	15	41	0	75	1	11	0	117	93	154	102	58	60	28	44	145	42	84	1	11	121	0	0	1	15	0	116	0	0	95	0
asv251	0	240	0	0	18	1	263	0	3	8	0	0	15	5	6	12	5	20	0	0	36	0	0	34	1059	20	0	0	0	0	2	0
asv252	86	58	33	0	14	4	42	0	81	70	87	74	188	31	61	93	47	158	81	0	26	84	0	2	0	15	254	84	2	0	58	0
asv253	0	441	4	0	55	36	48	107	57	18	7	7	26	11	88	12	33	7	21	0	114	11	0	338	97	55	0	4	0	0	114	0
asv254	132	5	64	1	50	1	16	0	172	131	169	173	21	82	15	1	91	17	204	0	4	136	0	0	0	4	3	145	2	0	63	0
asv255	36	15	99	0	71	0	13	1	150	157	157	121	22	69	23	18	177	16	209	0	8	105	0	0	0	11	0	113	0	0	107	1
asv256	1	63	6	0	18	6	23	0	7	9	14	7	25	3	21	47	7	7	16	0	15	19	0	0	0	12	1338	1	0	0	15	0
asv257	0	1	0	316	0	0	0	98	0	0	0	0	0	0	1	2	0	7	0	0	0	0	1	0	0	0	112	0	828	277	0	0
asv258	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	499	0	0	0	0	836	0	0
asv259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1626
asv260	65	3	86	0	38	0	5	1	110	97	183	171	17	43	7	18	130	14	226	0	7	166	0	0	0	4	0	116	0	0	119	0
asv261	1	17	5	0	105	7	12	0	182	46	3	9	7	31	17	1	83	3	9	0	6	6	0	111	588	10	0	4	0	101	260	0
asv262	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1603
asv263	0	358	0	0	12	18	390	0	51	9	0	1	2	14	258	3	41	2	1	0	145	0	0	31	0	210	0	0	0	0	54	0
asv264	0	357	0	0	17	38	348	0	11	6	0	0	2	12	217	0	48	3	0	0	211	0	0	201	0	104	0	0	0	0	15	0
asv265	0	21	0	1	9	3	795	0	11	13	0	0	11	1	28	0	27	2	3	0	66	0	0	224	280	60	0	0	0	0	12	0
asv266	248	15	38	0	12	2	155	0	52	36	155	22	73	72	28	59	300	82	29	0	13	18	0	0	0	29	0	93	0	0	31	0
asv267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	1546
asv268	31	2	38	0	37	0	3	0	68	32	67	61	13	14	3	8	35	3	93	273	0	67	0	0	0	1	0	21	0	606	70	0
asv269	0	1	0	1536	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv270	143	9	19	0	64	1	8	1	87	56	71	82	16	53	9	19	88	9	81	0	5	45	0	0	522	4	0	84	1	1	63	0
asv271	0	138	5	0	135	17	83	0	116	47	1	1	7	24	135	11	144	6	2	0	73	1	0	285	0	85	0	1	0	0	161	0
asv272	38	97	3	0	28	10	133	0	6	8	8	7	303	5	117	170	5	404	25	1	27	8	0	4	0	50	0	5	0	0	14	0
asv273	560	22	6	0	5	3	164	0	43	23	40	45	96	69	32	100	48	104	31	0	6	26	0	0	0	16	0	20	0	0	7	0
asv274	16	19	24	1	28	3	8	0	95	42	32	76	51	15	11	59	45	28	125	509	2	107	0	0	0	1	0	42	2	0	117	0
asv275	6	35	39	0	80	4	24	0	137	95	101	130	51	27	33	41	84	43	141	0	4	126	0	8	1	11	0	65	0	0	143	0
asv276	0	25	0	0	2	9	133	0	8	4	0	0	0	1	68	0	0	0	0	0	52	0	0	1102	0	14	0	0	0	0	11	0
asv277	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	347	0	0	1066	0	0	0	0	0	0	0	0	0
asv278	104	27	20	0	14	9	81	0	57	33	48	83	149	39	49	62	31	380	53	0	9	42	0	2	0	24	0	57	0	0	23	0
asv279	3	102	6	1	110	7	96	0	196	96	8	4	1	107	58	2	238	0	3	0	33	10	0	74	0	63	0	5	0	0	165	0
asv280	211	11	9	1	7	0	52	0	52	40	61	58	130	51	34	37	47	428	18	0	4	32	0	1	0	8	0	72	0	0	12	0
asv281	414	53	7	0	1	3	140	0	33	21	26	34	112	53	41	80	22	179	33	0	20	20	0	0	1	28	1	40	0	0	1	0
asv282	0	25	0	0	6	0	629	0	2	0	0	0	0	3	42	1	2	3	0	0	82	1	0	521	0	35	0	1	0	0	10	0
asv283	212	10	40	0	34	1	13	0	106	90	141	93	32	82	4	14	93	29	132	0	6	70	0	0	0	0	0	107	0	0	46	0
asv284	204	8	41	1	54	4	10	0	96	73	131	72	40	66	18	32	113	38	77	0	13	68	0	0	1	9	0	97	0	0	72	2
asv285	384	29	18	0	11	0	165	0	36	18	54	29	65	60	28	64	61	202	23	0	11	16	0	0	0	14	0	35	0	0	10	0
asv286	307	3	27	0	30	1	15	0	108	89	90	96	21	59	17	17	73	41	81	0	5	67	0	0	0	8	0	101	0	0	61	0
asv287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1309
asv288	0	387	0	0	1	17	56	0	4	0	0	0	2	1	98	6	0	1	0	0	132	0	0	548	0	47	0	0	0	0	6	0
asv289	0	152	0	0	0	10	500	0	0	0	0	0	4	0	124	0	1	4	0	0	184	0	0	162	0	156	0	0	0	0	0	0
asv290	171	2	34	1	49	0	8	0	134	89	138	106	12	54	6	17	85	25	99	0	4	90	0	2	1	6	1	87	1	0	68	0
asv291	6	85	42	0	84	11	31	0	138	52	67	71	16	26	49	46	93	11	117	0	31	68	0	35	0	17	0	46	0	0	148	0
asv292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0
asv293	132	6	46	0	21	1	19	0	117	91	127	132	4	79	9	10	53	13	119	0	2	117	0	0	0	3	0	125	0	0	52	1
asv294	122	6	22	0	33	1	5	2	76	28	63	60	12	48	6	21	67	13	51	0	2	36	1	4	1	3	0	49	1	493	51	0
asv295	265	5	26	1	46	0	17	0	74	52	80	50	3	43	6	17	81	10	74	0	0	59	0	0	0	6	43	76	0	188	50	0
asv296	216	12	27	0	27	1	23	1	82	66	77	77	44	76	15	26	94	100	60	0	8	73	0	0	2	6	0	102	3	0	43	0
asv297	0	5	0	0	0	0	0	1245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
asv298	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	93	0	283	0	11	0	850	0	0	0
asv299	0	42	0	1	0	4	704	0	1	0	0	0	0	1	46	0	0	13	0	0	74	0	0	309	0	41	0	0	0	0	2	0
asv300	1	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	109	0	0	0	0	0	0	0	0	0	0	0	0
asv301	351	35	7	0	15	2	148	1	60	29	26	17	41	40	39	44	36	203	36	0	10	27	0	0	0	13	0	19	0	0	21	0
asv302	103	134	7	0	60	7	156	1	25	20	15	16	45	26	70	41	55	68	20	0	53	17	1	157	1	54	0	18	0	0	45	2
asv303	118	2	38	0	22	1	2	0	105	88	148	112	13	59	8	4	64	33	131	0	1	102	0	0	0	2	0	117	0	0	38	0
asv304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	0	0	0
asv305	2	440	0	0	3	33	128	0	10	3	0	0	10	4	166	5	9	9	1	0	90	0	0	179	0	85	0	0	0	0	11	0
asv306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1182	0	0
asv307	196	11	37	1	59	1	11	0	98	49	47	103	28	66	15	39	84	14	94	1	3	66	1	0	0	4	1	92	1	1	55	0
asv308	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	4
asv309	0	0	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv310	32	27	11	130	11	1	64	0	3	7	13	6	84	8	28	94	8	179	13	0	22	18	0	0	0	9	349	23	1	0	2	0
asv311	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
asv312	200	4	34	1	61	1	8	0	76	42	71	75	23	55	8	42	92	12	86	0	8	39	1	1	0	4	0	81	0	0	103	0
asv313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	2	0	17	0	0	1096
asv314	161	22	8	1	12	5	104	0	66	50	36	35	80	56	35	22	51	232	16	0	9	30	1	4	2	16	1	44	0	0	15	1
asv315	96	6	32	0	39	0	3	0	104	63	113	94	28	31	24	43	78	27	91	0	11	84	0	4	0	4	0	67	0	1	68	0
asv316	221	4	39	0	46	0	5	0	89	56	110	84	12	52	3	14	48	8	110	0	1	73	0	0	0	1	0	72	0	0	42	0
asv317	150	38	1	0	3	12	171	0	0	0	0	0	275	0	74	122	0	125	1	0	53	2	0	0	0	55	0	0	0	0	7	0
asv318	12	45	4	0	39	1	72	0	50	29	13	9	36	34	51	25	67	58	11	0	56	6	0	28	354	28	0	5	0	0	48	0
asv319	10	99	2	0	25	2	37	0	38	24	25	17	217	7	79	151	32	132	18	0	40	31	0	0	0	14	0	10	0	1	58	0
asv320	46	3	53	1	42	0	0	0	105	68	101	84	7	56	4	7	85	7	139	0	0	91	0	0	0	3	0	67	0	0	89	0
asv321	0	237	2	0	28	29	77	0	35	7	0	1	0	13	208	1	21	0	2	0	114	3	0	112	0	112	0	1	0	0	52	0
asv322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	0	0	0	0	0	0	0	0	0	3	0	1
asv323	0	22	0	0	5	1	842	0	1	0	0	0	1	3	22	0	5	0	0	0	20	1	0	74	0	41	0	0	0	0	5	0
asv324	3	98	8	0	5	19	61	0	22	11	16	10	160	4	112	233	17	136	14	0	52	15	0	0	0	22	0	6	0	0	13	0
asv325	6	58	0	0	2	22	57	0	0	0	2	1	56	0	24	124	0	13	0	0	37	0	0	612	0	20	0	0	0	0	2	0
asv326	458	17	2	0	6	4	57	0	40	27	12	24	41	38	13	93	62	53	16	0	14	7	0	0	0	5	1	23	0	0	17	0
asv327	0	108	0	0	0	6	39	0	0	0	0	0	0	0	82	1	0	0	0	0	26	0	0	681	0	70	0	0	0	0	1	0
asv328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	0	1	0	0	0	0	0	0	0
asv329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	484	0	0	0	0	0	0	0	0	516	0	1	0
asv330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998
asv331	287	3	33	0	47	1	1	1	50	52	102	61	7	51	0	2	52	2	104	0	0	47	0	0	0	2	0	77	0	0	15	0
asv332	118	10	34	0	43	1	6	0	80	59	105	83	27	41	9	19	72	16	69	0	3	68	0	0	0	2	0	72	0	0	57	0
asv333	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	338	0	0	0	0	0
asv334	3	2	8	2	4	0	2	0	16	11	15	13	3	3	2	8	9	12	25	763	4	21	0	0	0	1	0	14	0	0	30	0
asv335	0	92	0	0	0	31	100	0	0	0	0	0	22	0	32	2	3	4	0	0	38	1	0	604	0	32	0	0	0	0	6	0
asv336	0	14	0	0	0	3	450	0	2	1	0	0	3	2	38	0	0	2	0	0	50	1	0	380	0	15	0	0	0	0	4	0
asv337	71	57	5	0	2	6	79	1	26	15	13	8	167	17	79	70	28	198	11	0	40	12	0	0	0	26	0	16	0	0	5	0
asv338	46	8	34	0	47	0	5	0	80	46	79	70	18	23	13	34	71	18	117	0	6	87	0	0	0	9	0	47	0	0	87	0
asv339	0	108	0	0	37	11	232	0	63	13	1	0	0	30	96	0	40	0	0	0	73	0	0	46	118	35	0	1	0	0	41	0
asv340	124	6	26	0	26	0	5	0	57	67	86	91	19	50	8	39	63	24	63	0	2	74	0	0	0	4	0	79	0	0	29	0
asv341	66	6	28	0	38	0	20	0	93	74	63	101	5	44	19	8	66	3	89	0	8	63	0	0	0	2	0	72	0	0	65	0
asv342	0	2	0	0	6	0	0	0	1	2	0	0	0	1	1	0	3	0	0	0	1	0	1	0	893	0	0	0	0	0	5	0
asv343	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv344	16	71	3	0	6	11	50	0	15	8	21	8	130	2	68	189	16	210	11	0	14	14	0	1	0	26	0	5	0	0	15	0
asv345	10	11	29	0	12	5	7	0	62	48	46	55	73	15	25	65	36	83	113	1	8	78	0	1	0	10	0	27	0	0	75	0
asv346	0	30	1	1	0	3	16	0	8	4	1	4	37	1	20	39	3	36	3	0	11	4	0	0	0	3	646	1	0	0	20	0
asv347	109	13	13	0	23	1	15	0	62	75	88	60	40	46	9	44	49	49	60	0	1	52	1	1	1	1	1	63	0	0	14	0
asv348	0	117	0	0	2	9	91	0	0	0	0	0	2	0	136	0	0	0	0	0	103	0	0	295	0	127	0	0	0	0	9	0
asv349	118	6	14	0	35	2	6	0	76	62	72	67	14	36	5	14	79	20	86	0	1	63	0	0	0	1	0	47	0	0	59	0
asv350	9	7	45	0	87	1	1	0	79	34	81	59	10	18	7	16	57	11	136	4	2	78	1	2	0	5	0	33	1	0	99	0
asv351	0	73	0	0	181	4	22	0	75	30	0	0	0	30	35	0	95	0	0	0	30	0	0	103	0	18	0	0	0	0	185	0
asv352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0	0
asv353	0	35	0	1	2	1	211	0	0	0	0	0	0	0	39	1	1	10	0	0	43	0	0	490	0	29	0	0	0	0	1	0
asv354	0	0	0	837	3	0	0	0	0	2	1	0	0	0	6	7	1	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0
asv355	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv356	126	5	23	0	43	0	5	0	59	39	107	42	16	41	6	17	65	15	36	0	8	76	0	0	0	3	0	63	0	0	60	0
asv357	297	9	4	0	21	1	20	0	74	39	34	29	45	71	11	21	50	24	21	0	4	17	2	1	0	3	0	31	0	0	19	0
asv358	15	15	20	0	31	1	6	0	72	38	46	61	45	9	36	93	37	48	79	0	10	63	0	0	0	5	0	15	0	0	102	0
asv359	167	3	19	2	56	5	5	0	54	28	48	59	10	44	4	12	70	11	66	0	1	46	0	1	0	3	1	45	1	0	84	1
asv360	104	4	24	0	54	3	5	0	69	21	100	55	17	35	10	27	58	15	45	0	2	76	0	3	0	4	0	48	0	0	61	0
asv361	11	39	2	0	6	0	187	0	6	16	4	6	103	4	66	56	33	129	3	0	99	5	0	0	0	53	0	8	0	0	3	0
asv362	330	21	7	0	1	2	52	0	27	4	17	11	68	43	23	31	33	74	13	0	8	18	2	0	0	7	2	34	0	0	6	0
asv363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0
asv364	173	9	2	0	10	1	126	0	16	10	21	16	75	16	27	24	13	212	21	0	12	8	0	3	1	15	0	11	1	0	6	0
asv365	0	25	4	1	59	2	3	0	60	18	2	3	1	14	6	1	26	3	2	1	3	5	0	90	420	5	0	1	0	0	72	0
asv366	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	823
asv367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0	0	0	0
asv368	0	53	3	0	196	4	8	0	58	42	2	6	0	26	8	2	91	0	5	0	18	1	0	92	0	21	0	2	0	0	186	0
asv369	78	3	34	0	45	0	16	0	97	73	49	53	5	54	3	1	85	1	60	0	3	30	1	4	0	2	0	67	0	0	53	0
asv370	124	25	1	3	11	3	59	0	25	13	15	14	81	20	52	46	29	204	19	0	10	10	0	0	1	16	0	26	0	0	7	0
asv371	62	5	31	1	15	0	4	0	67	56	70	78	11	43	9	2	60	6	72	0	1	63	0	0	0	0	0	88	0	2	58	0
asv372	29	2	29	0	8	0	6	0	79	43	67	84	24	35	10	12	39	23	124	0	2	82	0	0	0	3	0	55	0	0	47	0
asv373	1	52	1	0	2	1	79	0	4	4	1	3	112	1	61	142	7	265	7	0	13	5	0	0	1	21	0	3	0	0	6	0
asv374	101	5	26	0	39	0	4	0	61	46	58	68	15	35	7	20	49	11	65	8	3	60	0	2	0	2	0	54	0	0	46	0
asv375	14	18	11	0	18	14	46	0	24	16	22	11	153	3	42	145	18	122	50	0	7	13	0	0	0	9	0	5	0	0	22	0
asv376	5	10	7	0	20	3	2	0	22	24	18	19	43	6	19	38	18	21	22	2	6	16	1	0	0	13	402	11	1	0	29	0
asv377	4	30	2	0	11	3	104	0	9	5	2	20	155	10	34	194	8	129	15	0	13	7	1	0	0	10	0	7	0	0	5	0
asv378	23	0	0	0	0	0	34	0	1	1	8	16	274	2	36	45	3	293	5	0	2	15	0	0	0	6	0	9	0	0	0	0
asv379	1	2	0	0	1	0	0	0	3	4	1	2	1	4	0	1	5	0	2	243	0	4	236	0	0	0	0	4	0	244	5	0
asv380	0	179	0	0	0	1	99	0	0	0	0	0	0	0	145	0	0	0	0	0	64	0	0	231	0	42	0	0	0	0	0	0
asv381	171	0	15	0	30	1	1	0	34	30	47	49	8	38	0	15	61	10	61	63	0	46	0	0	0	4	0	49	0	0	27	0
asv382	11	104	0	0	3	38	53	0	2	2	2	2	31	8	41	28	3	18	2	0	33	3	0	342	0	22	0	4	0	0	6	0
asv383	84	14	5	0	16	1	63	0	33	19	24	25	49	38	14	120	20	143	18	0	3	18	0	0	0	10	0	23	0	0	11	0
asv384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0
asv385	240	3	11	3	31	0	6	1	32	20	53	32	9	19	6	24	55	17	44	0	3	38	2	9	1	2	2	43	5	0	25	0
asv386	168	6	12	0	14	1	15	1	33	37	45	35	26	41	12	34	58	25	41	0	3	35	0	0	0	3	1	46	0	0	34	0
asv387	1	46	1	0	5	0	148	0	5	5	4	3	36	0	35	45	16	38	3	0	95	1	0	136	49	39	0	0	0	0	9	0
